id	jurisdiction	full_name	short_name	in_use	start_date	end_date	parent_court_id
circtdut	F	U.S. Circuit Court for the District of Utah	U.S. Circuit Court for the District of Utah	f	1894-01-01	1911-12-31	uscirct
circtdva	F	U.S. Circuit Court for the District of Virginia	U.S. Circuit Court for the District of Virginia	f	1789-01-01	1819-12-31	uscirct
circtdvt	F	U.S. Circuit Court for the District of Vermont	U.S. Circuit Court for the District of Vermont	f	1791-01-01	1911-12-31	uscirct
circtdwa	F	U.S. Circuit Court for the District of Washington	U.S. Circuit Court for the District of Washington	f	1889-01-01	1905-12-31	uscirct
circtdwi	F	U.S. Circuit Court for the District of Wisconsin	U.S. Circuit Court for the District of Wisconsin	f	1862-01-01	1870-12-31	uscirct
circtdwilm	F	U.S. Circuit Court District of Wilmington (North Carolina)	U.S. Circuit Court District of Wilmington (North Carolina)	f	1794-01-01	1797-12-31	uscirct
circtdwv	F	U.S. Circuit Court for the District of West Virginia	U.S. Circuit Court for the District of West Virginia	f	1864-01-01	1901-12-31	uscirct
circtdwy	F	U.S. Circuit Court for the District of Wyoming	U.S. Circuit Court for the District of Wyoming	f	1890-01-01	1911-12-31	uscirct
circtedar	F	U.S. Circuit Court for the District of Eastern Arkansas	U.S. Circuit Court for the District of Eastern Arkansas	f	1851-01-01	1911-12-31	uscirct
circtedil	F	U.S. Circuit Court for the Eastern District of Illinois	U.S. Circuit Court for the Eastern District of Illinois	f	1905-01-01	1911-12-31	uscirct
circtedky	F	U.S. Circuit Court for the District of Eastern Kentucky	U.S. Circuit Court for the District of Eastern Kentucky	f	1901-01-01	1911-12-31	uscirct
circtedla	F	U.S. Circuit Court for the District of Eastern Louisiana	U.S. Circuit Court for the District of Eastern Louisiana	f	1837-01-01	1911-12-31	uscirct
circtedmi	F	U.S. Circuit Court for the District of Eastern Michigan	U.S. Circuit Court for the District of Eastern Michigan	f	1863-01-01	1911-12-31	uscirct
circtedmo	F	U.S. Circuit Court for the District of Eastern Missouri	U.S. Circuit Court for the District of Eastern Missouri	f	1857-01-01	1911-12-31	uscirct
circtednc	F	U.S. Circuit Court for the District of Eastern North Carolina	U.S. Circuit Court for the District of Eastern North Carolina	f	1872-01-01	1911-12-31	uscirct
circtedny	F	U.S. Circuit Court for the District of Eastern New York	U.S. Circuit Court for the District of Eastern New York	f	1865-01-01	1911-12-31	uscirct
circtedok	F	U.S. Circuit Court for the District of Eastern Oklahoma	U.S. Circuit Court for the District of Eastern Oklahoma	f	1906-01-01	1911-12-31	uscirct
circtedpa	F	U.S. Circuit Court for the District of Eastern Pennsylvania	U.S. Circuit Court for the District of Eastern Pennsylvania	f	1818-01-01	1911-12-31	uscirct
circtedsc	F	United States Circuit Court for the Eastern District of South Carolina	United States Circuit Court for the Eastern District of South Carolina	f			uscirct
circtedtn	F	U.S. Circuit Court for the District of Eastern Tennessee	U.S. Circuit Court for the District of Eastern Tennessee	f	1808-01-01	1911-12-31	uscirct
circtedtx	F	U.S. Circuit Court for the District of Eastern Texas	U.S. Circuit Court for the District of Eastern Texas	f	1862-01-01	1911-12-31	uscirct
circtedva	F	U.S. Circuit Court for the District of Eastern Virginia	U.S. Circuit Court for the District of Eastern Virginia	f	1819-01-01	1911-12-31	uscirct
circtedwa	F	U.S. Circuit Court for the District of Eastern Washington	U.S. Circuit Court for the District of Eastern Washington	f	1905-01-01	1911-12-31	uscirct
circtedwi	F	U.S. Circuit Court for the District of Eastern Wisconsin	U.S. Circuit Court for the District of Eastern Wisconsin	f	1870-01-01	1911-12-31	uscirct
circtmdal	F	U.S. Circuit Court for the District of Middle Alabama	U.S. Circuit Court for the District of Middle Alabama	f	1839-01-01	1911-12-31	uscirct
circtmdpa	F	U.S. Circuit Court for the District of Middle Pennsylvania	U.S. Circuit Court for the District of Middle Pennsylvania	f	1901-01-01	1911-12-31	uscirct
circtmdtn	F	U.S. Circuit Court for the District of Middle Tennessee	U.S. Circuit Court for the District of Middle Tennessee	f	1839-01-01	1911-12-31	uscirct
circtmissterr	F	U.S. Circuit Court for the Mississippi Territory	U.S. Circuit Court for the Mississippi Territory	f			uscirct
circtnc	F	U.S. Circuit Court for the District of North Carolina	Circuit Court of North Carolina	f	1790-06-04	1912-01-01	uscirct
circtndal	F	U.S. Circuit Court for the District of Northern Alabama	U.S. Circuit Court for the District of Northern Alabama	f	1837-01-01	1911-12-31	uscirct
circtndca	F	U.S. Circuit Court for the District of Northern California	U.S. Circuit Court for the District of Northern California	f	1863-01-01	1911-12-31	uscirct
circtndfl	F	United States Circuit Court for the Northern District of Florida	United States Circuit Court for the Northern District of Florida	f			uscirct
circtndga	F	U.S. Circuit Court for the Northern District of Georgia	U.S. Circuit Court for the Northern District of Georgia	f	1848-01-01	1911-12-31	uscirct
circtndil	F	U.S. Circuit Court for the Northern District of Illnois	U.S. Circuit Court for the Northern District of Illnois	f	1855-01-01	1911-12-31	uscirct
circtndms	F	U.S. Circuit Court for the District of Northern Mississippi	U.S. Circuit Court for the District of Northern Mississippi	f	1838-01-01	1911-12-31	uscirct
circtndny	F	U.S. Circuit Court for the District of Northern New York	U.S. Circuit Court for the District of Northern New York	f	1814-01-01	1911-12-31	uscirct
circtndoh	F	U.S. Circuit Court for the District of Northern Ohio	U.S. Circuit Court for the District of Northern Ohio	f	1855-01-01	1911-12-31	uscirct
circtndtx	F	U.S. Circuit Court for the District of Northern Texas	U.S. Circuit Court for the District of Northern Texas	f	1879-01-01	1911-12-31	uscirct
circtndwv	F	U.S. Circuit Court for the District of Northern West Virginia	U.S. Circuit Court for the District of Northern West Virginia	f	1901-01-01	1911-12-31	uscirct
circtnia	F	U.S. Circuit Court for the District of Northern Iowa	U.S. Circuit Court for the District of Northern Iowa	f	1882-01-01	1911-12-31	uscirct
circtny	F	U.S. Circuit Court for New York	U.S. Circuit Court for New York	f			uscirct
circtsdal	F	U.S. Circuit Court for the District of Southern Alabama	U.S. Circuit Court for the District of Southern Alabama	f	1837-01-01	1911-12-31	uscirct
circtsdca	F	U.S. Circuit Court for the District of Southern California	U.S. Circuit Court for the District of Southern California	f	1863-01-01	1911-12-31	uscirct
circtsdfl	F	United States Circuit Court for the Southern District of Florida	United States Circuit Court for the Southern District of Florida	f			uscirct
circtsdga	F	U.S. Circuit Court for the Southern District of Georgia	U.S. Circuit Court for the Southern District of Georgia	f	1848-01-01	1911-12-31	uscirct
circtsdia	F	U.S. Circuit Court for the Southern District of Iowa	U.S. Circuit Court for the Southern District of Iowa	f	1882-01-01	1911-12-31	uscirct
circtsdil	F	U.S. Circuit Court for the Southern District of Illnois	U.S. Circuit Court for the Southern District of Illnois	f	1855-01-01	1911-12-31	uscirct
circtsdms	F	U.S. Circuit Court for the District of Southern Mississippi	U.S. Circuit Court for the District of Southern Mississippi	f	1838-01-01	1911-12-31	uscirct
circtsdny	F	U.S. Circuit Court for the District of Southern New York	U.S. Circuit Court for the District of Southern New York	f	1814-01-01	1911-12-31	uscirct
circtsdoh	F	U.S. Circuit Court for the District of Southern Ohio	U.S. Circuit Court for the District of Southern Ohio	f	1855-01-01	1911-12-31	uscirct
circtsdtex	F	U.S. Circuit Court for the District of Southern Texas	U.S. Circuit Court for the District of Southern Texas	f	1902-01-01	1911-12-31	uscirct
circtsdwv	F	U.S. Circuit Court for the District of Southern West Virginia	U.S. Circuit Court for the District of Southern West Virginia	f	1901-01-01	1911-12-31	uscirct
circttenn	F	U.S. Circuit Court for the District of Tennessee	Circuit Court of Tennessee	f	1807-02-24	1912-01-01	uscirct
circtwdar	F	U.S. Circuit Court for the District of Western Arkansas	U.S. Circuit Court for the District of Western Arkansas	f	1851-01-01	1911-12-31	uscirct
circtwdky	F	U.S. Circuit Court for the District of Western Kentucky	U.S. Circuit Court for the District of Western Kentucky	f	1901-01-01	1911-12-31	uscirct
circtwdla	F	U.S. Circuit Court for the District of Western Louisiana	U.S. Circuit Court for the District of Western Louisiana	f	1837-01-01	1911-12-31	uscirct
circtwdmi	F	U.S. Circuit Court for the District of Western Michigan	U.S. Circuit Court for the District of Western Michigan	f	1863-01-01	1911-12-31	uscirct
circtwdmo	F	U.S. Circuit Court for the District of Western Missouri	U.S. Circuit Court for the District of Western Missouri	f	1857-01-01	1911-12-31	uscirct
circtwdnc	F	U.S. Circuit Court for the District of Western North Carolina	U.S. Circuit Court for the District of Western North Carolina	f	1872-01-01	1911-12-31	uscirct
circtwdny	F	U.S. Circuit Court for the District of Western New York	U.S. Circuit Court for the District of Western New York	f	1900-01-01	1911-12-31	uscirct
circtwdok	F	U.S. Circuit Court for the District of Western Oklahoma	U.S. Circuit Court for the District of Western Oklahoma	f	1906-01-01	1911-12-31	uscirct
circtwdpa	F	U.S. Circuit Court for the District of Western Pennsylvania	U.S. Circuit Court for the District of Western Pennsylvania	f	1818-01-01	1911-12-31	uscirct
circtwdtex	F	U.S. Circuit Court for the District of Western Texas	U.S. Circuit Court for the District of Western Texas	f	1862-01-01	1911-12-31	uscirct
circtwdtn	F	U.S. Circuit Court for the District of Western Tennessee	U.S. Circuit Court for the District of Western Tennessee	f	1808-01-01	1911-12-31	uscirct
circtwdva	F	U.S. Circuit Court for the District of Western Virginia	U.S. Circuit Court for the District of Western Virginia	f	1819-01-01	1911-12-31	uscirct
circtwdwa	F	U.S. Circuit Court for the District of Western Washington	U.S. Circuit Court for the District of Western Washington	f	1905-01-01	1911-12-31	uscirct
circtwdwi	F	U.S. Circuit Court for the District of Western Wisconsin	U.S. Circuit Court for the District of Western Wisconsin	f	1870-01-01	1911-12-31	uscirct
cit	FS	United States Court of International Trade	Court of International Trade	t			
cjdpa	SS	Court of Judicial Discipline of Pennsylvania	Judicial Discipline of Pennsylvania	t			
cma	MA	United States Court of Military Appeals	United States Court of Military Appeals	t			
cnmisuperct	TT	Northern Mariana Islands Commonwealth Superior Court	Northern Mariana Islands Commonwealth Superior Court	t			
cnmitrialct	TT	Northern Mariana Islands Commonwealth Trial Court	Northern Mariana Islands Commonwealth Trial Court	t			
cob	FB	United States Bankruptcy Court, D. Colorado	D. Colorado	t			
cod	FD	District Court, D. Colorado	D. Colorado	t			usdistct
colctyct	ST	Colorado County Court	Colorado County Court	f			
colctyctarapaho	ST	Arapahoe County District Court	Arapahoe County District Court	f			colctyct
colctyctbent	ST	Bent County District Court	Bent County District Court	f			colctyct
colctyctdouglas	ST	Douglas County District Court	Douglas County District Court	f			colctyct
colctyctfremont	ST	Fremont County District Court	Fremont County District Court	f			colctyct
colctyctgarfiel	ST	Garfield County District Court	Garfield County District Court	f			colctyct
colctyctlarimer	ST	Larimer County District Court	Larimer County District Court	f			colctyct
colctyctmeyer	ST	Meyer County District Court	Meyer County District Court	f			colctyct
colctyctotero	ST	Otero County District Court	Otero County District Court	f			colctyct
colctyctpitkin	ST	Pitkin County District Court	Pitkin County District Court	f			colctyct
colctyctpueblo	ST	Pueblo County District Court	Pueblo County District Court	f			colctyct
colctyctteller	ST	Teller County District Court	Teller County District Court	f			colctyct
colo	S	Supreme Court of Colorado	Supreme Court of Colorado	t	1876-08-01		
coloag	SAG	Colorado Attorney General Reports	Colorado Attorney General Reports	t			
coloctapp	SA	Colorado Court of Appeals	Colorado Court of Appeals	t	1970-01-01		
coloworkcompcom	SS	Colorado Industrial Claim Appeals Office	Colorado Industrial Claim Appeals Office	t			
colvctapp	TRA	Colville Confederated Court of Appeals	Colville Confederated Court of Appeals	t			
com	FS	Commerce Court	Commerce Court	t	1910-01-01	1913-01-01	
conn	S	Supreme Court of Connecticut	Supreme Court of Connecticut	t	1784-01-01		
connappct	SA	Connecticut Appellate Court	Connecticut Appellate Court	t	1983-10-04		
connsuperct	SA	Connecticut Superior Court	Connecticut Superior Court	t			
connworkcompcom	SS	Connecticut Compensation Review Board	Connecticut Compensation Review Board	t			
coquct	TRT	Coquille Indian Tribal Court	Coquille Indian Tribal Court	t			
coregsalina	SS	Salina Register and Receiver	Salina Register and Receiver	f			
cosuperct	ST	Coloardo Superior Court	Coloardo Superior Court	f			
cosuperctdenver	ST	Denver Superior Court	Denver Superior Court	f			cosuperct
ctappindterr	F	Court Of Appeals Of Indian Territory	Court Of Appeals Of Indian Territory	f	1889-01-01	1907-12-31	uscirct
ctb	FB	United States Bankruptcy Court, D. Connecticut	D. Connecticut	t			
ctchansc	ST	Court of Chancery of South Carolina	Court of Chancery of South Carolina	f			
ctd	FD	District Court, D. Connecticut	D. Connecticut	t			usdistct
cusc	FS	United States Customs Court	U.S. Customs Court	t	1926-01-01	1980-01-01	
dadectypropbd	SS	Dade County Property Appraisal Adjustment Board	Dade County Property Appraisal Adjustment Board	f			
